Data,Codigo,Produto,Grupo,Setor,Quantidade_Consumida
2024-04-29,0002,"Soro Fisiologico 0,9% 500mL",Solucoes,Urgencia,11
2024-04-29,0012,Metoclopramida 10mg,Medicamento,Urgencia,49
2024-04-29,0014,Furosemida 20mg,Medicamento,Urgencia,47
2024-04-29,0022,Mascara Cirurgica,Material Hospitalar,Urgencia,60
2024-04-29,0023,Compressa Gaze,Material Hospitalar,Urgencia,101
2024-04-29,0009,Omeprazol 40mg,Medicamento,UTI,19
2024-04-29,0015,Hidrocortisona 100mg,Medicamento,Clínica Médica,45
2024-04-29,0001,Dipirona 500mg/mL,Medicamento,Clínica Médica,27
2024-04-29,0008,Luva Procedimento M,Material Hospitalar,Bloco Cirurgico,45
2024-04-30,0016,Adrenalina 1mg/mL,Medicamento,Bloco Cirurgico,45
2024-04-30,0001,Dipirona 500mg/mL,Medicamento,Bloco Cirurgico,8
2024-04-30,0023,Compressa Gaze,Material Hospitalar,Bloco Cirurgico,77
2024-04-30,0004,Equipo Macrogotas,Material Hospitalar,UTI,12
2024-04-30,0009,Omeprazol 40mg,Medicamento,Urgencia,40
2024-04-30,0020,Cateter Venoso 20G,Material Hospitalar,Clínica Médica,10
2024-04-30,0012,Metoclopramida 10mg,Medicamento,UTI,38
2024-04-30,0007,Agulha 25x7,Material Hospitalar,Urgencia,96
2024-04-30,0008,Luva Procedimento M,Material Hospitalar,Urgencia,84
2024-04-30,0015,Hidrocortisona 100mg,Medicamento,Bloco Cirurgico,33
2024-04-30,0005,Seringa 10mL,Material Hospitalar,Urgencia,109
2024-04-30,0010,Ceftriaxona 1g,Antibiotico,UTI,27
2024-04-30,0021,Cateter Venoso 22G,Material Hospitalar,UTI,108
2024-04-30,0013,Ondansetrona 4mg,Medicamento,Bloco Cirurgico,48
2024-04-30,0022,Mascara Cirurgica,Material Hospitalar,Bloco Cirurgico,56
2024-04-30,0019,Glicose 50%,Solucoes,Urgencia,18
2024-05-01,0017,"Atropina 0,25mg/mL",Medicamento,Urgencia,15
2024-05-01,0010,Ceftriaxona 1g,Antibiotico,Urgencia,25
2024-05-01,0012,Metoclopramida 10mg,Medicamento,Urgencia,18
2024-05-01,0001,Dipirona 500mg/mL,Medicamento,UTI,29
2024-05-01,0013,Ondansetrona 4mg,Medicamento,Urgencia,25
2024-05-01,0016,Adrenalina 1mg/mL,Medicamento,Urgencia,8
2024-05-01,0005,Seringa 10mL,Material Hospitalar,Urgencia,11
2024-05-01,0025,Alcool 70%,Material Hospitalar,Urgencia,87
2024-05-02,0008,Luva Procedimento M,Material Hospitalar,Urgencia,73
2024-05-02,0019,Glicose 50%,Solucoes,Urgencia,41
2024-05-02,0014,Furosemida 20mg,Medicamento,Urgencia,5
2024-05-02,0022,Mascara Cirurgica,Material Hospitalar,Clínica Médica,75
2024-05-02,0015,Hidrocortisona 100mg,Medicamento,Urgencia,36
2024-05-02,0009,Omeprazol 40mg,Medicamento,UTI,22
2024-05-02,0006,Seringa 20mL,Material Hospitalar,Bloco Cirurgico,64
2024-05-02,0012,Metoclopramida 10mg,Medicamento,Bloco Cirurgico,59
2024-05-02,0013,Ondansetrona 4mg,Medicamento,Urgencia,18
2024-05-02,0025,Alcool 70%,Material Hospitalar,Bloco Cirurgico,106
2024-05-02,0004,Equipo Macrogotas,Material Hospitalar,Bloco Cirurgico,13
2024-05-02,0002,"Soro Fisiologico 0,9% 500mL",Solucoes,UTI,31
2024-05-02,0007,Agulha 25x7,Material Hospitalar,Urgencia,41
2024-05-02,0010,Ceftriaxona 1g,Antibiotico,Bloco Cirurgico,10
2024-05-02,0001,Dipirona 500mg/mL,Medicamento,Urgencia,36
2024-05-02,0011,Ampicilina 1g,Antibiotico,Clínica Médica,16
2024-05-03,0004,Equipo Macrogotas,Material Hospitalar,UTI,115
2024-05-03,0012,Metoclopramida 10mg,Medicamento,UTI,6
2024-05-03,0008,Luva Procedimento M,Material Hospitalar,Urgencia,74
2024-05-03,0020,Cateter Venoso 20G,Material Hospitalar,Clínica Médica,58
2024-05-03,0014,Furosemida 20mg,Medicamento,Clínica Médica,43
2024-05-03,0016,Adrenalina 1mg/mL,Medicamento,Urgencia,26
2024-05-03,0009,Omeprazol 40mg,Medicamento,Urgencia,59
2024-05-03,0003,Soro Glicosado 5% 500mL,Solucoes,Urgencia,46
2024-05-03,0006,Seringa 20mL,Material Hospitalar,Urgencia,60
2024-05-04,0022,Mascara Cirurgica,Material Hospitalar,Clínica Médica,27
2024-05-04,0013,Ondansetrona 4mg,Medicamento,Urgencia,17
2024-05-04,0014,Furosemida 20mg,Medicamento,Urgencia,23
2024-05-04,0002,"Soro Fisiologico 0,9% 500mL",Solucoes,Urgencia,60
2024-05-04,0021,Cateter Venoso 22G,Material Hospitalar,Urgencia,65
2024-05-04,0011,Ampicilina 1g,Antibiotico,Urgencia,25
2024-05-04,0005,Seringa 10mL,Material Hospitalar,Urgencia,44
2024-05-04,0010,Ceftriaxona 1g,Antibiotico,Bloco Cirurgico,1
2024-05-04,0004,Equipo Macrogotas,Material Hospitalar,Bloco Cirurgico,102
2024-05-04,0018,Cloreto de Sodio 20%,Solucoes,Urgencia,69
2024-05-04,0016,Adrenalina 1mg/mL,Medicamento,Clínica Médica,27
2024-05-04,0012,Metoclopramida 10mg,Medicamento,Bloco Cirurgico,16
2024-05-04,0019,Glicose 50%,Solucoes,Urgencia,65
2024-05-05,0014,Furosemida 20mg,Medicamento,Bloco Cirurgico,20
2024-05-05,0021,Cateter Venoso 22G,Material Hospitalar,Bloco Cirurgico,67
2024-05-05,0020,Cateter Venoso 20G,Material Hospitalar,Urgencia,27
2024-05-05,0006,Seringa 20mL,Material Hospitalar,Urgencia,106
2024-05-05,0023,Compressa Gaze,Material Hospitalar,Urgencia,35
2024-05-05,0024,Esparadrapo,Material Hospitalar,Urgencia,88
2024-05-05,0025,Alcool 70%,Material Hospitalar,Clínica Médica,35
2024-05-05,0009,Omeprazol 40mg,Medicamento,Bloco Cirurgico,36
2024-05-05,0013,Ondansetrona 4mg,Medicamento,Urgencia,27
2024-05-05,0003,Soro Glicosado 5% 500mL,Solucoes,Clínica Médica,65
2024-05-05,0015,Hidrocortisona 100mg,Medicamento,UTI,58
2024-05-05,0022,Mascara Cirurgica,Material Hospitalar,Urgencia,96
2024-05-05,0002,"Soro Fisiologico 0,9% 500mL",Solucoes,UTI,33
2024-05-06,0016,Adrenalina 1mg/mL,Medicamento,UTI,17
2024-05-06,0017,"Atropina 0,25mg/mL",Medicamento,UTI,51
2024-05-06,0013,Ondansetrona 4mg,Medicamento,Urgencia,42
2024-05-06,0005,Seringa 10mL,Material Hospitalar,UTI,85
2024-05-06,0012,Metoclopramida 10mg,Medicamento,UTI,41
2024-05-06,0014,Furosemida 20mg,Medicamento,UTI,27
2024-05-06,0006,Seringa 20mL,Material Hospitalar,Bloco Cirurgico,73
2024-05-06,0008,Luva Procedimento M,Material Hospitalar,UTI,67
2024-05-06,0004,Equipo Macrogotas,Material Hospitalar,Urgencia,45
2024-05-06,0021,Cateter Venoso 22G,Material Hospitalar,UTI,22
2024-05-06,0019,Glicose 50%,Solucoes,Urgencia,64
2024-05-06,0018,Cloreto de Sodio 20%,Solucoes,Urgencia,67
2024-05-06,0011,Ampicilina 1g,Antibiotico,UTI,11
2024-05-06,0022,Mascara Cirurgica,Material Hospitalar,Urgencia,110
2024-05-06,0024,Esparadrapo,Material Hospitalar,Urgencia,47
2024-05-06,0010,Ceftriaxona 1g,Antibiotico,Urgencia,24
2024-05-06,0023,Compressa Gaze,Material Hospitalar,Urgencia,106
2024-05-07,0006,Seringa 20mL,Material Hospitalar,Urgencia,54
2024-05-07,0003,Soro Glicosado 5% 500mL,Solucoes,Urgencia,77
2024-05-07,0021,Cateter Venoso 22G,Material Hospitalar,Clínica Médica,38
2024-05-07,0022,Mascara Cirurgica,Material Hospitalar,Urgencia,91
2024-05-07,0001,Dipirona 500mg/mL,Medicamento,UTI,56
2024-05-07,0015,Hidrocortisona 100mg,Medicamento,UTI,43
2024-05-07,0019,Glicose 50%,Solucoes,Urgencia,31
2024-05-07,0013,Ondansetrona 4mg,Medicamento,UTI,37
2024-05-08,0005,Seringa 10mL,Material Hospitalar,UTI,55
2024-05-08,0006,Seringa 20mL,Material Hospitalar,UTI,33
2024-05-08,0007,Agulha 25x7,Material Hospitalar,Bloco Cirurgico,71
2024-05-08,0004,Equipo Macrogotas,Material Hospitalar,UTI,34
2024-05-08,0022,Mascara Cirurgica,Material Hospitalar,UTI,89
2024-05-08,0025,Alcool 70%,Material Hospitalar,Urgencia,81
2024-05-08,0011,Ampicilina 1g,Antibiotico,Bloco Cirurgico,28
2024-05-08,0009,Omeprazol 40mg,Medicamento,UTI,20
2024-05-08,0016,Adrenalina 1mg/mL,Medicamento,Urgencia,41
2024-05-08,0008,Luva Procedimento M,Material Hospitalar,Urgencia,35
2024-05-08,0013,Ondansetrona 4mg,Medicamento,Urgencia,7
2024-05-08,0023,Compressa Gaze,Material Hospitalar,UTI,54
2024-05-08,0015,Hidrocortisona 100mg,Medicamento,Urgencia,3
2024-05-08,0012,Metoclopramida 10mg,Medicamento,Clínica Médica,26
2024-05-09,0006,Seringa 20mL,Material Hospitalar,Clínica Médica,55
2024-05-09,0003,Soro Glicosado 5% 500mL,Solucoes,UTI,16
2024-05-09,0019,Glicose 50%,Solucoes,Bloco Cirurgico,20
2024-05-09,0015,Hidrocortisona 100mg,Medicamento,Urgencia,44
2024-05-09,0020,Cateter Venoso 20G,Material Hospitalar,UTI,15
2024-05-09,0018,Cloreto de Sodio 20%,Solucoes,UTI,26
2024-05-09,0011,Ampicilina 1g,Antibiotico,Urgencia,20
2024-05-09,0007,Agulha 25x7,Material Hospitalar,Bloco Cirurgico,103
2024-05-09,0009,Omeprazol 40mg,Medicamento,Urgencia,40
2024-05-10,0023,Compressa Gaze,Material Hospitalar,Urgencia,30
2024-05-10,0004,Equipo Macrogotas,Material Hospitalar,Bloco Cirurgico,47
2024-05-10,0012,Metoclopramida 10mg,Medicamento,Clínica Médica,24
2024-05-10,0002,"Soro Fisiologico 0,9% 500mL",Solucoes,Bloco Cirurgico,18
2024-05-10,0008,Luva Procedimento M,Material Hospitalar,Urgencia,19
2024-05-10,0013,Ondansetrona 4mg,Medicamento,Clínica Médica,44
2024-05-10,0001,Dipirona 500mg/mL,Medicamento,Urgencia,34
2024-05-10,0009,Omeprazol 40mg,Medicamento,Urgencia,58
2024-05-10,0014,Furosemida 20mg,Medicamento,Urgencia,3
2024-05-10,0017,"Atropina 0,25mg/mL",Medicamento,Urgencia,51
2024-05-10,0015,Hidrocortisona 100mg,Medicamento,UTI,39
2024-05-10,0010,Ceftriaxona 1g,Antibiotico,UTI,13
2024-05-10,0003,Soro Glicosado 5% 500mL,Solucoes,Bloco Cirurgico,8
2024-05-10,0018,Cloreto de Sodio 20%,Solucoes,UTI,23
2024-05-11,0003,Soro Glicosado 5% 500mL,Solucoes,Clínica Médica,25
2024-05-11,0021,Cateter Venoso 22G,Material Hospitalar,Urgencia,103
2024-05-11,0001,Dipirona 500mg/mL,Medicamento,Clínica Médica,24
2024-05-11,0007,Agulha 25x7,Material Hospitalar,Urgencia,18
2024-05-11,0015,Hidrocortisona 100mg,Medicamento,Urgencia,38
2024-05-11,0016,Adrenalina 1mg/mL,Medicamento,Bloco Cirurgico,44
2024-05-11,0014,Furosemida 20mg,Medicamento,Urgencia,10
2024-05-11,0013,Ondansetrona 4mg,Medicamento,Clínica Médica,58
2024-05-11,0024,Esparadrapo,Material Hospitalar,Urgencia,60
2024-05-12,0021,Cateter Venoso 22G,Material Hospitalar,Urgencia,73
2024-05-12,0005,Seringa 10mL,Material Hospitalar,UTI,42
2024-05-12,0020,Cateter Venoso 20G,Material Hospitalar,Bloco Cirurgico,27
2024-05-12,0014,Furosemida 20mg,Medicamento,Urgencia,37
2024-05-12,0018,Cloreto de Sodio 20%,Solucoes,Urgencia,39
2024-05-12,0002,"Soro Fisiologico 0,9% 500mL",Solucoes,Clínica Médica,22
2024-05-12,0023,Compressa Gaze,Material Hospitalar,Urgencia,97
2024-05-12,0003,Soro Glicosado 5% 500mL,Solucoes,UTI,34
2024-05-12,0017,"Atropina 0,25mg/mL",Medicamento,Urgencia,10
2024-05-13,0024,Esparadrapo,Material Hospitalar,Urgencia,27
2024-05-13,0016,Adrenalina 1mg/mL,Medicamento,Clínica Médica,5
2024-05-13,0012,Metoclopramida 10mg,Medicamento,Urgencia,54
2024-05-13,0023,Compressa Gaze,Material Hospitalar,Urgencia,38
2024-05-13,0019,Glicose 50%,Solucoes,Urgencia,62
2024-05-13,0025,Alcool 70%,Material Hospitalar,UTI,85
2024-05-13,0006,Seringa 20mL,Material Hospitalar,Clínica Médica,117
2024-05-13,0014,Furosemida 20mg,Medicamento,Clínica Médica,13
2024-05-13,0007,Agulha 25x7,Material Hospitalar,Clínica Médica,85
2024-05-13,0018,Cloreto de Sodio 20%,Solucoes,Urgencia,11
2024-05-13,0005,Seringa 10mL,Material Hospitalar,Clínica Médica,97
2024-05-13,0022,Mascara Cirurgica,Material Hospitalar,Urgencia,32
2024-05-13,0003,Soro Glicosado 5% 500mL,Solucoes,UTI,64
2024-05-13,0010,Ceftriaxona 1g,Antibiotico,Bloco Cirurgico,15
2024-05-14,0019,Glicose 50%,Solucoes,Urgencia,44
2024-05-14,0018,Cloreto de Sodio 20%,Solucoes,Urgencia,20
2024-05-14,0002,"Soro Fisiologico 0,9% 500mL",Solucoes,Urgencia,72
2024-05-14,0021,Cateter Venoso 22G,Material Hospitalar,Bloco Cirurgico,40
2024-05-14,0023,Compressa Gaze,Material Hospitalar,Urgencia,34
2024-05-14,0016,Adrenalina 1mg/mL,Medicamento,Urgencia,26
2024-05-14,0001,Dipirona 500mg/mL,Medicamento,Bloco Cirurgico,48
2024-05-14,0006,Seringa 20mL,Material Hospitalar,Urgencia,18
2024-05-14,0024,Esparadrapo,Material Hospitalar,UTI,63
2024-05-14,0004,Equipo Macrogotas,Material Hospitalar,UTI,37
2024-05-14,0003,Soro Glicosado 5% 500mL,Solucoes,Bloco Cirurgico,73
2024-05-14,0012,Metoclopramida 10mg,Medicamento,Clínica Médica,34
2024-05-15,0018,Cloreto de Sodio 20%,Solucoes,Urgencia,8
2024-05-15,0017,"Atropina 0,25mg/mL",Medicamento,Clínica Médica,16
2024-05-15,0002,"Soro Fisiologico 0,9% 500mL",Solucoes,Bloco Cirurgico,29
2024-05-15,0021,Cateter Venoso 22G,Material Hospitalar,UTI,107
2024-05-15,0024,Esparadrapo,Material Hospitalar,Bloco Cirurgico,76
2024-05-15,0012,Metoclopramida 10mg,Medicamento,UTI,53
2024-05-15,0019,Glicose 50%,Solucoes,Urgencia,39
2024-05-15,0023,Compressa Gaze,Material Hospitalar,UTI,107
2024-05-15,0022,Mascara Cirurgica,Material Hospitalar,Bloco Cirurgico,13
2024-05-15,0020,Cateter Venoso 20G,Material Hospitalar,UTI,54
2024-05-15,0003,Soro Glicosado 5% 500mL,Solucoes,Urgencia,32
2024-05-15,0005,Seringa 10mL,Material Hospitalar,Urgencia,85
2024-05-15,0015,Hidrocortisona 100mg,Medicamento,Urgencia,34
2024-05-15,0009,Omeprazol 40mg,Medicamento,UTI,39
2024-05-16,0013,Ondansetrona 4mg,Medicamento,Clínica Médica,26
2024-05-16,0022,Mascara Cirurgica,Material Hospitalar,UTI,86
2024-05-16,0021,Cateter Venoso 22G,Material Hospitalar,Clínica Médica,77
2024-05-16,0005,Seringa 10mL,Material Hospitalar,Clínica Médica,103
2024-05-16,0023,Compressa Gaze,Material Hospitalar,Urgencia,45
2024-05-16,0018,Cloreto de Sodio 20%,Solucoes,Bloco Cirurgico,53
2024-05-16,0015,Hidrocortisona 100mg,Medicamento,Urgencia,21
2024-05-16,0008,Luva Procedimento M,Material Hospitalar,UTI,104
2024-05-16,0024,Esparadrapo,Material Hospitalar,Clínica Médica,67
2024-05-16,0002,"Soro Fisiologico 0,9% 500mL",Solucoes,Bloco Cirurgico,57
2024-05-16,0012,Metoclopramida 10mg,Medicamento,Urgencia,23
2024-05-16,0020,Cateter Venoso 20G,Material Hospitalar,Clínica Médica,46
2024-05-16,0019,Glicose 50%,Solucoes,UTI,21
2024-05-16,0009,Omeprazol 40mg,Medicamento,UTI,13
2024-05-16,0011,Ampicilina 1g,Antibiotico,Bloco Cirurgico,13
2024-05-16,0001,Dipirona 500mg/mL,Medicamento,Urgencia,36
2024-05-16,0004,Equipo Macrogotas,Material Hospitalar,Urgencia,61
2024-05-17,0025,Alcool 70%,Material Hospitalar,Clínica Médica,87
2024-05-17,0018,Cloreto de Sodio 20%,Solucoes,Urgencia,53
2024-05-17,0001,Dipirona 500mg/mL,Medicamento,Urgencia,5
2024-05-17,0022,Mascara Cirurgica,Material Hospitalar,Urgencia,71
2024-05-17,0011,Ampicilina 1g,Antibiotico,UTI,29
2024-05-17,0008,Luva Procedimento M,Material Hospitalar,Clínica Médica,52
2024-05-17,0020,Cateter Venoso 20G,Material Hospitalar,Urgencia,109
2024-05-17,0003,Soro Glicosado 5% 500mL,Solucoes,UTI,17
2024-05-17,0006,Seringa 20mL,Material Hospitalar,Bloco Cirurgico,106
2024-05-17,0014,Furosemida 20mg,Medicamento,UTI,43
2024-05-18,0023,Compressa Gaze,Material Hospitalar,Bloco Cirurgico,108
2024-05-18,0015,Hidrocortisona 100mg,Medicamento,Urgencia,3
2024-05-18,0025,Alcool 70%,Material Hospitalar,Bloco Cirurgico,118
2024-05-18,0020,Cateter Venoso 20G,Material Hospitalar,UTI,64
2024-05-18,0018,Cloreto de Sodio 20%,Solucoes,Urgencia,48
2024-05-18,0003,Soro Glicosado 5% 500mL,Solucoes,Urgencia,60
2024-05-18,0011,Ampicilina 1g,Antibiotico,Clínica Médica,23
2024-05-18,0021,Cateter Venoso 22G,Material Hospitalar,Urgencia,86
2024-05-19,0025,Alcool 70%,Material Hospitalar,UTI,45
2024-05-19,0008,Luva Procedimento M,Material Hospitalar,Urgencia,13
2024-05-19,0014,Furosemida 20mg,Medicamento,Clínica Médica,5
2024-05-19,0006,Seringa 20mL,Material Hospitalar,Urgencia,77
2024-05-19,0020,Cateter Venoso 20G,Material Hospitalar,UTI,82
2024-05-19,0012,Metoclopramida 10mg,Medicamento,Urgencia,24
2024-05-19,0005,Seringa 10mL,Material Hospitalar,Bloco Cirurgico,27
2024-05-19,0013,Ondansetrona 4mg,Medicamento,Urgencia,19
2024-05-20,0010,Ceftriaxona 1g,Antibiotico,Urgencia,7
2024-05-20,0018,Cloreto de Sodio 20%,Solucoes,UTI,22
2024-05-20,0002,"Soro Fisiologico 0,9% 500mL",Solucoes,Bloco Cirurgico,36
2024-05-20,0023,Compressa Gaze,Material Hospitalar,UTI,27
2024-05-20,0007,Agulha 25x7,Material Hospitalar,Bloco Cirurgico,58
2024-05-20,0021,Cateter Venoso 22G,Material Hospitalar,UTI,53
2024-05-20,0005,Seringa 10mL,Material Hospitalar,UTI,104
2024-05-20,0020,Cateter Venoso 20G,Material Hospitalar,Bloco Cirurgico,80
2024-05-20,0004,Equipo Macrogotas,Material Hospitalar,Urgencia,47
2024-05-21,0011,Ampicilina 1g,Antibiotico,Bloco Cirurgico,12
2024-05-21,0010,Ceftriaxona 1g,Antibiotico,Clínica Médica,12
2024-05-21,0001,Dipirona 500mg/mL,Medicamento,Urgencia,38
2024-05-21,0021,Cateter Venoso 22G,Material Hospitalar,Bloco Cirurgico,112
2024-05-21,0020,Cateter Venoso 20G,Material Hospitalar,UTI,83
2024-05-21,0022,Mascara Cirurgica,Material Hospitalar,UTI,117
2024-05-21,0015,Hidrocortisona 100mg,Medicamento,Clínica Médica,4
2024-05-21,0023,Compressa Gaze,Material Hospitalar,UTI,50
2024-05-21,0016,Adrenalina 1mg/mL,Medicamento,Bloco Cirurgico,59
2024-05-21,0006,Seringa 20mL,Material Hospitalar,Urgencia,43
2024-05-21,0002,"Soro Fisiologico 0,9% 500mL",Solucoes,Urgencia,49
2024-05-21,0013,Ondansetrona 4mg,Medicamento,Bloco Cirurgico,34
2024-05-21,0012,Metoclopramida 10mg,Medicamento,Bloco Cirurgico,14
2024-05-21,0025,Alcool 70%,Material Hospitalar,Bloco Cirurgico,110
2024-05-21,0017,"Atropina 0,25mg/mL",Medicamento,UTI,3
2024-05-21,0007,Agulha 25x7,Material Hospitalar,Clínica Médica,95
2024-05-22,0015,Hidrocortisona 100mg,Medicamento,Urgencia,4
2024-05-22,0023,Compressa Gaze,Material Hospitalar,Clínica Médica,108
2024-05-22,0009,Omeprazol 40mg,Medicamento,Bloco Cirurgico,57
2024-05-22,0011,Ampicilina 1g,Antibiotico,Urgencia,16
2024-05-22,0022,Mascara Cirurgica,Material Hospitalar,Urgencia,104
2024-05-22,0025,Alcool 70%,Material Hospitalar,Urgencia,98
2024-05-22,0018,Cloreto de Sodio 20%,Solucoes,Bloco Cirurgico,72
2024-05-22,0014,Furosemida 20mg,Medicamento,Bloco Cirurgico,13
2024-05-22,0005,Seringa 10mL,Material Hospitalar,Urgencia,26
2024-05-22,0024,Esparadrapo,Material Hospitalar,Urgencia,108
2024-05-22,0006,Seringa 20mL,Material Hospitalar,UTI,11
2024-05-22,0021,Cateter Venoso 22G,Material Hospitalar,Urgencia,61
2024-05-22,0001,Dipirona 500mg/mL,Medicamento,Urgencia,28
2024-05-22,0008,Luva Procedimento M,Material Hospitalar,Bloco Cirurgico,99
2024-05-22,0020,Cateter Venoso 20G,Material Hospitalar,UTI,116
2024-05-22,0010,Ceftriaxona 1g,Antibiotico,Bloco Cirurgico,3
2024-05-22,0004,Equipo Macrogotas,Material Hospitalar,Bloco Cirurgico,21
2024-05-23,0004,Equipo Macrogotas,Material Hospitalar,UTI,115
2024-05-23,0014,Furosemida 20mg,Medicamento,Bloco Cirurgico,3
2024-05-23,0022,Mascara Cirurgica,Material Hospitalar,Urgencia,84
2024-05-23,0011,Ampicilina 1g,Antibiotico,UTI,13
2024-05-23,0017,"Atropina 0,25mg/mL",Medicamento,Urgencia,41
2024-05-23,0002,"Soro Fisiologico 0,9% 500mL",Solucoes,Urgencia,24
2024-05-23,0025,Alcool 70%,Material Hospitalar,Urgencia,59
2024-05-23,0018,Cloreto de Sodio 20%,Solucoes,UTI,16
2024-05-23,0015,Hidrocortisona 100mg,Medicamento,Urgencia,17
2024-05-23,0003,Soro Glicosado 5% 500mL,Solucoes,UTI,74
2024-05-23,0006,Seringa 20mL,Material Hospitalar,Bloco Cirurgico,100
2024-05-23,0016,Adrenalina 1mg/mL,Medicamento,UTI,38
2024-05-23,0024,Esparadrapo,Material Hospitalar,Bloco Cirurgico,95
2024-05-23,0001,Dipirona 500mg/mL,Medicamento,UTI,15
2024-05-23,0010,Ceftriaxona 1g,Antibiotico,UTI,29
2024-05-24,0008,Luva Procedimento M,Material Hospitalar,Bloco Cirurgico,89
2024-05-24,0014,Furosemida 20mg,Medicamento,Urgencia,55
2024-05-24,0004,Equipo Macrogotas,Material Hospitalar,UTI,112
2024-05-24,0011,Ampicilina 1g,Antibiotico,Bloco Cirurgico,24
2024-05-24,0013,Ondansetrona 4mg,Medicamento,UTI,30
2024-05-24,0009,Omeprazol 40mg,Medicamento,Urgencia,27
2024-05-24,0016,Adrenalina 1mg/mL,Medicamento,Urgencia,7
2024-05-24,0022,Mascara Cirurgica,Material Hospitalar,Urgencia,62
2024-05-24,0021,Cateter Venoso 22G,Material Hospitalar,Urgencia,78
2024-05-24,0002,"Soro Fisiologico 0,9% 500mL",Solucoes,Clínica Médica,57
2024-05-24,0012,Metoclopramida 10mg,Medicamento,Bloco Cirurgico,26
2024-05-24,0010,Ceftriaxona 1g,Antibiotico,UTI,19
2024-05-24,0003,Soro Glicosado 5% 500mL,Solucoes,Bloco Cirurgico,58
2024-05-24,0023,Compressa Gaze,Material Hospitalar,UTI,60
2024-05-24,0019,Glicose 50%,Solucoes,UTI,7
2024-05-25,0018,Cloreto de Sodio 20%,Solucoes,UTI,67
2024-05-25,0012,Metoclopramida 10mg,Medicamento,Urgencia,18
2024-05-25,0008,Luva Procedimento M,Material Hospitalar,Urgencia,73
2024-05-25,0005,Seringa 10mL,Material Hospitalar,Bloco Cirurgico,18
2024-05-25,0010,Ceftriaxona 1g,Antibiotico,UTI,28
2024-05-25,0017,"Atropina 0,25mg/mL",Medicamento,Bloco Cirurgico,31
2024-05-25,0019,Glicose 50%,Solucoes,UTI,40
2024-05-25,0009,Omeprazol 40mg,Medicamento,UTI,49
2024-05-25,0003,Soro Glicosado 5% 500mL,Solucoes,Urgencia,53
2024-05-25,0025,Alcool 70%,Material Hospitalar,Clínica Médica,14
2024-05-25,0013,Ondansetrona 4mg,Medicamento,Urgencia,21
2024-05-25,0016,Adrenalina 1mg/mL,Medicamento,Bloco Cirurgico,38
2024-05-25,0015,Hidrocortisona 100mg,Medicamento,Urgencia,26
2024-05-25,0004,Equipo Macrogotas,Material Hospitalar,Urgencia,24
2024-05-25,0021,Cateter Venoso 22G,Material Hospitalar,Bloco Cirurgico,10
2024-05-26,0004,Equipo Macrogotas,Material Hospitalar,Bloco Cirurgico,29
2024-05-26,0021,Cateter Venoso 22G,Material Hospitalar,UTI,55
2024-05-26,0023,Compressa Gaze,Material Hospitalar,UTI,102
2024-05-26,0019,Glicose 50%,Solucoes,UTI,19
2024-05-26,0025,Alcool 70%,Material Hospitalar,Bloco Cirurgico,19
2024-05-26,0010,Ceftriaxona 1g,Antibiotico,UTI,16
2024-05-26,0017,"Atropina 0,25mg/mL",Medicamento,Clínica Médica,45
2024-05-26,0012,Metoclopramida 10mg,Medicamento,Urgencia,22
2024-05-26,0007,Agulha 25x7,Material Hospitalar,Clínica Médica,50
2024-05-26,0005,Seringa 10mL,Material Hospitalar,Bloco Cirurgico,89
2024-05-26,0001,Dipirona 500mg/mL,Medicamento,UTI,48
2024-05-26,0022,Mascara Cirurgica,Material Hospitalar,UTI,23
2024-05-27,0016,Adrenalina 1mg/mL,Medicamento,Urgencia,54
2024-05-27,0014,Furosemida 20mg,Medicamento,Urgencia,6
2024-05-27,0012,Metoclopramida 10mg,Medicamento,UTI,6
2024-05-27,0006,Seringa 20mL,Material Hospitalar,Bloco Cirurgico,67
2024-05-27,0022,Mascara Cirurgica,Material Hospitalar,Bloco Cirurgico,96
2024-05-27,0003,Soro Glicosado 5% 500mL,Solucoes,Bloco Cirurgico,26
2024-05-27,0018,Cloreto de Sodio 20%,Solucoes,Bloco Cirurgico,28
2024-05-27,0025,Alcool 70%,Material Hospitalar,Urgencia,74
2024-05-27,0023,Compressa Gaze,Material Hospitalar,Urgencia,10
2024-05-27,0002,"Soro Fisiologico 0,9% 500mL",Solucoes,Urgencia,7
2024-05-27,0015,Hidrocortisona 100mg,Medicamento,Bloco Cirurgico,11
2024-05-27,0020,Cateter Venoso 20G,Material Hospitalar,Urgencia,73
2024-05-28,0015,Hidrocortisona 100mg,Medicamento,Urgencia,39
2024-05-28,0019,Glicose 50%,Solucoes,Clínica Médica,54
2024-05-28,0025,Alcool 70%,Material Hospitalar,UTI,68
2024-05-28,0012,Metoclopramida 10mg,Medicamento,UTI,12
2024-05-28,0007,Agulha 25x7,Material Hospitalar,Urgencia,35
2024-05-28,0005,Seringa 10mL,Material Hospitalar,Urgencia,57
2024-05-28,0014,Furosemida 20mg,Medicamento,Bloco Cirurgico,41
2024-05-28,0021,Cateter Venoso 22G,Material Hospitalar,UTI,41
2024-05-28,0018,Cloreto de Sodio 20%,Solucoes,Clínica Médica,40
2024-05-28,0023,Compressa Gaze,Material Hospitalar,Urgencia,86
2024-05-28,0024,Esparadrapo,Material Hospitalar,Urgencia,65
2024-05-28,0011,Ampicilina 1g,Antibiotico,Urgencia,22
